type,value,duration,time,offset
Time 0,,0,0.002,0
New Segment,,0,0.002,0
Stimulus,30,1,546.234,0
Stimulus,40,1,554.61,0
Stimulus,60,1,610.956,0
Stimulus,20,1,624.162,0
Stimulus,50,1,640.422,0
Stimulus,150,1,684.91,0
Stimulus,100,1,714.106,0
Stimulus,50,1,726.814,0
Stimulus,150,1,739.786,0
Stimulus,10,1,739.786,0
Stimulus,30,1,745.892,0
Stimulus,40,1,750.716,0
Stimulus,50,1,768.588,0
Stimulus,150,1,790.7,0
Stimulus,100,1,801.826,0
Stimulus,50,1,807.034,0
Stimulus,110,1,850.366,0
Stimulus,20,1,859.352,0
Stimulus,150,1,870.962,0
Stimulus,10,1,870.964,0
Stimulus,30,1,875.71,0
Stimulus,40,1,889.254,0
Stimulus,50,1,900.046,0
Stimulus,150,1,911.67,0
Stimulus,100,1,922.946,0
Stimulus,50,1,932.212,0
Stimulus,150,1,939.766,0
Stimulus,10,1,939.768,0
Stimulus,30,1,942.82,0
Stimulus,40,1,956.474,0
Stimulus,50,1,965.654,0
Stimulus,150,1,970.516,0
Stimulus,100,1,986.794,0
Stimulus,50,1,990.972,0
Stimulus,150,1,993.834,0
Stimulus,10,1,993.834,0
Stimulus,30,1,996.638,0
Stimulus,40,1,999.364,0
Stimulus,50,1,1003.418,0
Stimulus,150,1,1007.736,0
Stimulus,100,1,1011.626,0
Stimulus,50,1,1017.124,0
Stimulus,150,1,1024.14,0
Stimulus,10,1,1024.14,0
Stimulus,30,1,1031.748,0
Stimulus,40,1,1042.222,0
Stimulus,50,1,1045.32,0
Stimulus,150,1,1052.706,0
Stimulus,100,1,1055.692,0
Stimulus,50,1,1058.11,0
Stimulus,150,1,1066.402,0
Stimulus,10,1,1066.404,0
Stimulus,30,1,1159.44,0
Stimulus,40,1,1177.942,0
Stimulus,60,1,1180.83,0
Stimulus,60,1,1182.968,0
Stimulus,160,1,1250.662,0
Stimulus,120,1,1259.3,0
Stimulus,70,1,1264.3,0
Stimulus,10,1,1264.3,0
Stimulus,200,1,1309.634,0
Stimulus,210,1,1324.738,0
Stimulus,36,1,1361.726,0
Stimulus,46,1,1381.798,0
Stimulus,116,1,1427.046,0
Stimulus,26,1,1431.56,0
Stimulus,106,1,1434.7,0
Stimulus,56,1,1455.364,0
Stimulus,156,1,1477.24,0
Stimulus,156,1,1490.198,0
Stimulus,56,1,1507.002,0
Stimulus,16,1,1507.002,0
Stimulus,36,1,1510.876,0
Stimulus,46,1,1510.918,0
Stimulus,106,1,1526.988,0
Stimulus,56,1,1535.502,0
Stimulus,156,1,1548.28,0
Stimulus,156,1,1559.584,0
Stimulus,66,1,1582.82,0
Stimulus,26,1,1599.348,0
Stimulus,56,1,1608.124,0
Stimulus,16,1,1608.126,0
Stimulus,36,1,1611.984,0
Stimulus,46,1,1622.626,0
Stimulus,146,1,1630.472,0
Stimulus,26,1,1635.124,0
Stimulus,106,1,1643.472,0
Stimulus,56,1,1657.512,0
Stimulus,156,1,1691.332,0
Stimulus,156,1,1715.012,0
Stimulus,56,1,1723.662,0
Stimulus,16,1,1723.664,0
Stimulus,36,1,1727.3,0
Stimulus,46,1,1731.804,0
Stimulus,106,1,1751.58,0
Stimulus,56,1,1771.328,0
Stimulus,166,1,1784.496,0
Stimulus,26,1,1794.662,0
Stimulus,156,1,1798.926,0
Stimulus,156,1,1807.064,0
Stimulus,56,1,1812.092,0
Stimulus,16,1,1812.092,0
Stimulus,36,1,1815.118,0
Stimulus,46,1,1815.772,0
Stimulus,106,1,1828.454,0
Stimulus,56,1,1839.008,0
Stimulus,156,1,1844.826,0
Stimulus,156,1,1852.092,0
Stimulus,56,1,1857.16,0
Stimulus,16,1,1857.16,0
Stimulus,36,1,1859.56,0
Stimulus,46,1,1865.604,0
Stimulus,106,1,1873.48,0
Stimulus,56,1,1882.146,0
Stimulus,156,1,1886.562,0
Stimulus,156,1,1904.826,0
Stimulus,56,1,1909.772,0
Stimulus,16,1,1909.772,0
Stimulus,36,1,2003.308,0
Stimulus,46,1,2008.782,0
Stimulus,116,1,2020.086,0
Stimulus,6,1,2029.392,0
Stimulus,166,1,2047.516,0
Stimulus,186,1,2068.334,0
Stimulus,66,1,2073.626,0
Stimulus,16,1,2073.628,0
Stimulus,200,1,2127.692,0
Stimulus,210,1,2142.778,0
Stimulus,32,1,2157.538,0
Stimulus,42,1,2173.514,0
Stimulus,52,1,2189.876,0
Stimulus,102,1,2211.874,0
Stimulus,52,1,2229.554,0
Stimulus,102,1,2292.692,0
Stimulus,152,1,2323.58,0
Stimulus,12,1,2323.582,0
Stimulus,32,1,2327.966,0
Stimulus,42,1,2331.608,0
Stimulus,52,1,2339.176,0
Stimulus,102,1,2347.288,0
Stimulus,52,1,2352.482,0
Stimulus,102,1,2366.038,0
Stimulus,162,1,2382.494,0
Stimulus,22,1,2394.48,0
Stimulus,152,1,2398.218,0
Stimulus,12,1,2398.218,0
Stimulus,32,1,2401.132,0
Stimulus,42,1,2407.744,0
Stimulus,52,1,2416.842,0
Stimulus,102,1,2424.646,0
Stimulus,52,1,2430.618,0
Stimulus,102,1,2436.688,0
Stimulus,152,1,2443.522,0
Stimulus,12,1,2443.522,0
Stimulus,32,1,2446.588,0
Stimulus,42,1,2452.478,0
Stimulus,52,1,2458.744,0
Stimulus,102,1,2465.284,0
Stimulus,52,1,2468.298,0
Stimulus,102,1,2471.618,0
Stimulus,152,1,2475.27,0
Stimulus,12,1,2475.27,0
Stimulus,32,1,2478.004,0
Stimulus,42,1,2481.27,0
Stimulus,52,1,2483.338,0
Stimulus,102,1,2487.45,0
Stimulus,52,1,2489.562,0
Stimulus,102,1,2492.088,0
Stimulus,162,1,2496.048,0
Stimulus,22,1,2501.506,0
Stimulus,152,1,2503.312,0
Stimulus,12,1,2503.312,0
Stimulus,32,1,2505.864,0
Stimulus,42,1,2506.45,0
Stimulus,52,1,2509.686,0
Stimulus,102,1,2513.088,0
Stimulus,52,1,2515.046,0
Stimulus,102,1,2518.184,0
Stimulus,152,1,2521.49,0
Stimulus,12,1,2521.492,0
Stimulus,32,1,2614.736,0
Stimulus,42,1,2616.1,0
Stimulus,2,1,2633.584,0
Stimulus,2,1,2637.418,0
Stimulus,2,1,2639.432,0
Stimulus,2,1,2643.96,0
Stimulus,2,1,2650.236,0
Stimulus,12,1,2650.238,0
Stimulus,200,1,2698.668,0
Stimulus,210,1,2713.75,0
Stimulus,33,1,2722.608,0
Stimulus,43,1,2735.388,0
Stimulus,113,1,2742.416,0
Stimulus,23,1,2751.11,0
Stimulus,103,1,2755.014,0
Stimulus,63,1,2765.512,0
Stimulus,23,1,2772.014,0
Stimulus,53,1,2777.43,0
Stimulus,103,1,2787.29,0
Stimulus,53,1,2795.054,0
Stimulus,153,1,2804.026,0
Stimulus,13,1,2804.026,0
Stimulus,33,1,2806.982,0
Stimulus,43,1,2819.886,0
Stimulus,103,1,2828.706,0
Stimulus,53,1,2835.566,0
Stimulus,103,1,2842.4,0
Stimulus,53,1,2849.842,0
Stimulus,123,1,2871.608,0
Stimulus,23,1,2878.038,0
Stimulus,153,1,2881.816,0
Stimulus,13,1,2881.818,0
Stimulus,33,1,2887.716,0
Stimulus,43,1,2899.676,0
Stimulus,103,1,2910.26,0
Stimulus,53,1,2918.94,0
Stimulus,103,1,2925.704,0
Stimulus,53,1,2936.51,0
Stimulus,153,1,2940.55,0
Stimulus,13,1,2940.55,0
Stimulus,33,1,2943.062,0
Stimulus,43,1,2949.494,0
Stimulus,103,1,2955.812,0
Stimulus,53,1,2964.674,0
Stimulus,113,1,2981.882,0
Stimulus,23,1,2987.966,0
Stimulus,103,1,2990.826,0
Stimulus,53,1,3002.994,0
Stimulus,153,1,3008.772,0
Stimulus,13,1,3008.772,0
Stimulus,33,1,3011.214,0
Stimulus,43,1,3014.146,0
Stimulus,103,1,3021.048,0
Stimulus,53,1,3025.66,0
Stimulus,113,1,3031.242,0
Stimulus,23,1,3034.59,0
Stimulus,103,1,3037.562,0
Stimulus,53,1,3044.118,0
Stimulus,153,1,3047.756,0
Stimulus,13,1,3047.758,0
Stimulus,33,1,3050.198,0
Stimulus,43,1,3052.172,0
Stimulus,103,1,3057.922,0
Stimulus,63,1,3063.782,0
Stimulus,23,1,3066.242,0
Stimulus,53,1,3068.338,0
Stimulus,103,1,3077.186,0
Stimulus,53,1,3084.256,0
Stimulus,153,1,3087.074,0
Stimulus,13,1,3087.074,0
Stimulus,33,1,3181.834,0
Stimulus,43,1,3191.516,0
Stimulus,3,1,3196.348,0
Stimulus,83,1,3208.056,0
Stimulus,3,1,3218.18,0
Stimulus,3,1,3230.362,0
Stimulus,3,1,3235.264,0
Stimulus,13,1,3235.266,0
Stimulus,200,1,3271.502,0
Stimulus,210,1,3286.624,0
Stimulus,34,1,3301.178,0
Stimulus,44,1,3311.916,0
Stimulus,114,1,3335.304,0
Stimulus,24,1,3338.332,0
Stimulus,104,1,3341.818,0
Stimulus,104,1,3355.86,0
Stimulus,54,1,3365.664,0
Stimulus,154,1,3377.97,0
Stimulus,54,1,3388.276,0
Stimulus,14,1,3388.276,0
Stimulus,34,1,3392.288,0
Stimulus,44,1,3394.108,0
Stimulus,104,1,3409.496,0
Stimulus,114,1,3421.912,0
Stimulus,24,1,3422.148,0
Stimulus,104,1,3431.606,0
Stimulus,94,1,3442.204,0
Stimulus,24,1,3445.676,0
Stimulus,54,1,3450.842,0
Stimulus,154,1,3464.94,0
Stimulus,64,1,3487.98,0
Stimulus,24,1,3500.452,0
Stimulus,54,1,3512.23,0
Stimulus,14,1,3512.232,0
Stimulus,34,1,3520.782,0
Stimulus,44,1,3521.662,0
Stimulus,104,1,3545.798,0
Stimulus,104,1,3569.826,0
Stimulus,54,1,3590.382,0
Stimulus,164,1,3600.77,0
Stimulus,24,1,3611.672,0
Stimulus,154,1,3616.644,0
