type,value,duration,time,offset
Time 0,,0,0.002,0
New Segment,,0,0.002,0
Stimulus,30,1,375.478,0
Stimulus,40,1,419.714,0
Stimulus,60,1,462.254,0
Stimulus,20,1,470.42,0
Stimulus,60,1,474.99,0
Stimulus,20,1,481.282,0
Stimulus,50,1,484.216,0
Stimulus,160,1,498.142,0
Stimulus,20,1,504.67,0
Stimulus,150,1,507.518,0
Stimulus,100,1,513.49,0
Stimulus,50,1,518.252,0
Stimulus,160,1,525.044,0
Stimulus,20,1,533.808,0
Stimulus,150,1,536.864,0
Stimulus,10,1,536.866,0
Stimulus,30,1,543.082,0
Stimulus,40,1,554.544,0
Stimulus,50,1,557.682,0
Stimulus,150,1,562.656,0
Stimulus,100,1,566.488,0
Stimulus,50,1,570.682,0
Stimulus,150,1,576.668,0
Stimulus,10,1,576.67,0
Stimulus,30,1,582.402,0
Stimulus,40,1,593.794,0
Stimulus,50,1,596.818,0
Stimulus,150,1,601.542,0
Stimulus,100,1,606.638,0
Stimulus,60,1,611.474,0
Stimulus,20,1,615.918,0
Stimulus,50,1,617.306,0
Stimulus,150,1,620.666,0
Stimulus,10,1,620.668,0
Stimulus,30,1,624.776,0
Stimulus,40,1,635.028,0
Stimulus,60,1,637.874,0
Stimulus,20,1,639.832,0
Stimulus,50,1,641.278,0
Stimulus,150,1,647.472,0
Stimulus,100,1,653.876,0
Stimulus,50,1,658.694,0
Stimulus,150,1,662.126,0
Stimulus,10,1,662.126,0
Stimulus,30,1,665.04,0
Stimulus,40,1,675.082,0
Stimulus,50,1,677.624,0
Stimulus,150,1,684.276,0
Stimulus,100,1,688.61,0
Stimulus,50,1,694.388,0
Stimulus,150,1,696.958,0
Stimulus,10,1,696.958,0
Stimulus,30,1,700.372,0
Stimulus,40,1,707.956,0
Stimulus,50,1,710.302,0
Stimulus,150,1,716.444,0
Stimulus,100,1,719.942,0
Stimulus,50,1,722.846,0
Stimulus,150,1,726.748,0
Stimulus,10,1,726.75,0
Stimulus,30,1,819.856,0
Stimulus,40,1,825.872,0
Stimulus,0,1,828.19,0
Stimulus,0,1,834.134,0
Stimulus,0,1,837.482,0
Stimulus,0,1,840.064,0
Stimulus,0,1,843.244,0
Stimulus,10,1,843.246,0
Stimulus,200,1,857.396,0
Stimulus,210,1,872.522,0
Stimulus,36,1,886.782,0
Stimulus,46,1,898.676,0
Stimulus,106,1,914.774,0
Stimulus,56,1,931.216,0
Stimulus,156,1,946.992,0
Stimulus,156,1,964.408,0
Stimulus,56,1,978.618,0
Stimulus,16,1,978.618,0
Stimulus,36,1,986.324,0
Stimulus,46,1,996.838,0
Stimulus,106,1,1002.798,0
Stimulus,56,1,1010.784,0
Stimulus,156,1,1022.338,0
Stimulus,156,1,1038.408,0
Stimulus,56,1,1049.56,0
Stimulus,16,1,1049.56,0
Stimulus,36,1,1056.348,0
Stimulus,46,1,1065.116,0
Stimulus,146,1,1068.504,0
Stimulus,26,1,1072.282,0
Stimulus,106,1,1078.906,0
Stimulus,56,1,1087.226,0
Stimulus,156,1,1098.28,0
Stimulus,156,1,1106.1,0
Stimulus,96,1,1108.852,0
Stimulus,26,1,1111.586,0
Stimulus,56,1,1119.906,0
Stimulus,16,1,1119.906,0
Stimulus,36,1,1122.528,0
Stimulus,46,1,1126.974,0
Stimulus,166,1,1131.92,0
Stimulus,26,1,1133.918,0
Stimulus,166,1,1135.308,0
Stimulus,26,1,1140.336,0
Stimulus,106,1,1145.03,0
Stimulus,56,1,1159.586,0
Stimulus,156,1,1167.268,0
Stimulus,66,1,1182.084,0
Stimulus,26,1,1185.25,0
Stimulus,156,1,1192.29,0
Stimulus,56,1,1206.93,0
Stimulus,16,1,1206.932,0
Stimulus,36,1,1209.554,0
Stimulus,46,1,1219.988,0
Stimulus,106,1,1225.846,0
Stimulus,56,1,1234.348,0
Stimulus,186,1,1243.988,0
Stimulus,26,1,1249.36,0
Stimulus,166,1,1256.888,0
Stimulus,26,1,1260.0,0
Stimulus,156,1,1266.222,0
Stimulus,186,1,1278.888,0
Stimulus,26,1,1281.04,0
Stimulus,156,1,1282.414,0
Stimulus,56,1,1291.04,0
Stimulus,16,1,1291.042,0
Stimulus,36,1,1293.872,0
Stimulus,46,1,1298.47,0
Stimulus,106,1,1303.094,0
Stimulus,66,1,1308.484,0
Stimulus,26,1,1311.164,0
Stimulus,56,1,1312.872,0
Stimulus,156,1,1320.484,0
Stimulus,156,1,1327.568,0
Stimulus,56,1,1331.83,0
Stimulus,16,1,1331.832,0
Stimulus,36,1,1424.522,0
Stimulus,46,1,1426.314,0
Stimulus,136,1,1431.258,0
Stimulus,86,1,1445.398,0
Stimulus,166,1,1461.12,0
Stimulus,166,1,1473.412,0
Stimulus,66,1,1480.048,0
Stimulus,16,1,1480.05,0
Stimulus,200,1,1506.91,0
Stimulus,210,1,1522.046,0
Stimulus,33,1,1524.934,0
Stimulus,43,1,1530.494,0
Stimulus,53,1,1536.356,0
Stimulus,103,1,1542.964,0
Stimulus,53,1,1548.23,0
Stimulus,103,1,1553.84,0
Stimulus,153,1,1563.924,0
Stimulus,13,1,1563.924,0
Stimulus,33,1,1567.81,0
Stimulus,43,1,1573.062,0
Stimulus,53,1,1578.52,0
Stimulus,103,1,1583.104,0
Stimulus,53,1,1588.312,0
Stimulus,103,1,1595.464,0
Stimulus,113,1,1610.698,0
Stimulus,23,1,1614.448,0
Stimulus,153,1,1619.048,0
Stimulus,13,1,1619.048,0
Stimulus,33,1,1621.35,0
Stimulus,43,1,1622.046,0
Stimulus,53,1,1625.116,0
Stimulus,103,1,1629.726,0
Stimulus,53,1,1633.782,0
Stimulus,103,1,1638.13,0
Stimulus,163,1,1643.464,0
Stimulus,23,1,1646.268,0
Stimulus,153,1,1647.644,0
Stimulus,13,1,1647.644,0
Stimulus,33,1,1649.974,0
Stimulus,43,1,1652.74,0
Stimulus,53,1,1655.866,0
Stimulus,103,1,1660.128,0
Stimulus,53,1,1667.35,0
Stimulus,103,1,1671.016,0
Stimulus,153,1,1676.13,0
Stimulus,13,1,1676.13,0
Stimulus,33,1,1678.584,0
Stimulus,43,1,1680.712,0
Stimulus,53,1,1683.696,0
Stimulus,103,1,1688.044,0
Stimulus,53,1,1691.976,0
Stimulus,103,1,1696.294,0
Stimulus,153,1,1701.558,0
Stimulus,13,1,1701.558,0
Stimulus,33,1,1703.792,0
Stimulus,43,1,1705.46,0
Stimulus,53,1,1708.544,0
Stimulus,103,1,1712.67,0
Stimulus,53,1,1716.196,0
Stimulus,103,1,1719.238,0
Stimulus,153,1,1725.462,0
Stimulus,13,1,1725.462,0
Stimulus,33,1,1819.152,0
Stimulus,43,1,1820.79,0
Stimulus,3,1,1824.194,0
Stimulus,113,1,1829.04,0
Stimulus,3,1,1833.652,0
Stimulus,3,1,1841.944,0
Stimulus,3,1,1848.264,0
Stimulus,13,1,1848.266,0
Stimulus,200,1,1864.344,0
Stimulus,210,1,1879.47,0
Stimulus,32,1,1899.926,0
Stimulus,42,1,1905.054,0
Stimulus,102,1,1911.402,0
Stimulus,52,1,1914.678,0
Stimulus,102,1,1920.26,0
Stimulus,52,1,1925.9,0
Stimulus,152,1,1932.136,0
Stimulus,12,1,1932.136,0
Stimulus,32,1,1940.204,0
Stimulus,42,1,1944.636,0
Stimulus,102,1,1947.942,0
Stimulus,52,1,1950.772,0
Stimulus,102,1,1957.094,0
Stimulus,52,1,1961.496,0
Stimulus,152,1,1965.358,0
Stimulus,12,1,1965.358,0
Stimulus,32,1,1971.148,0
Stimulus,42,1,1975.718,0
Stimulus,102,1,1978.926,0
Stimulus,52,1,1981.19,0
Stimulus,102,1,1985.26,0
Stimulus,52,1,1989.664,0
Stimulus,152,1,1992.886,0
Stimulus,12,1,1992.886,0
Stimulus,32,1,1995.924,0
Stimulus,42,1,1996.022,0
Stimulus,112,1,2001.008,0
Stimulus,22,1,2004.426,0
Stimulus,102,1,2006.05,0
Stimulus,52,1,2008.592,0
Stimulus,112,1,2013.356,0
Stimulus,22,1,2017.62,0
Stimulus,102,1,2019.038,0
Stimulus,52,1,2022.134,0
Stimulus,152,1,2026.244,0
Stimulus,12,1,2026.246,0
Stimulus,32,1,2028.84,0
Stimulus,42,1,2034.092,0
Stimulus,102,1,2037.23,0
Stimulus,52,1,2040.134,0
Stimulus,102,1,2043.398,0
Stimulus,62,1,2045.092,0
Stimulus,22,1,2047.828,0
Stimulus,52,1,2049.718,0
Stimulus,152,1,2052.258,0
Stimulus,12,1,2052.258,0
Stimulus,32,1,2054.66,0
Stimulus,42,1,2058.022,0
Stimulus,72,1,2061.48,0
Stimulus,22,1,2064.466,0
Stimulus,102,1,2069.174,0
Stimulus,52,1,2072.328,0
Stimulus,102,1,2075.688,0
Stimulus,52,1,2077.632,0
Stimulus,152,1,2080.938,0
Stimulus,12,1,2080.938,0
Stimulus,32,1,2173.588,0
Stimulus,42,1,2174.798,0
Stimulus,2,1,2177.838,0
Stimulus,2,1,2181.838,0
Stimulus,112,1,2185.714,0
Stimulus,2,1,2192.532,0
Stimulus,2,1,2198.35,0
Stimulus,12,1,2198.352,0
Stimulus,200,1,2215.088,0
Stimulus,210,1,2230.198,0
Stimulus,34,1,2233.084,0
Stimulus,44,1,2235.838,0
Stimulus,104,1,2249.186,0
Stimulus,104,1,2263.004,0
Stimulus,54,1,2278.92,0
Stimulus,154,1,2286.572,0
Stimulus,54,1,2295.904,0
Stimulus,14,1,2295.906,0
Stimulus,34,1,2303.446,0
Stimulus,44,1,2312.002,0
Stimulus,104,1,2321.628,0
Stimulus,104,1,2331.446,0
Stimulus,54,1,2340.876,0
Stimulus,154,1,2348.752,0
Stimulus,54,1,2354.21,0
Stimulus,14,1,2354.21,0
Stimulus,34,1,2356.82,0
Stimulus,44,1,2361.418,0
Stimulus,104,1,2367.348,0
Stimulus,104,1,2377.654,0
Stimulus,54,1,2382.96,0
